ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 120, AID: 0, Miner created.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 9610, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 9610, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 9662, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 9740, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 9750, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 9772, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 9786, AID: 15, Foundry finished producing steel ingot. 2 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 9820, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 9821, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 9944, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 9977, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 9984, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 10106, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 10139, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 10150, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 10254, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 10265, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 10267, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 10411, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 10416, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 10422, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 10430, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 10461, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 10566, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 10579, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 10598, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 10610, AID: 15, Foundry finished producing steel ingot. 3 steel ingots are produced.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 10619, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 10621, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 10725, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 10769, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 10777, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 10782, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 10880, AID: 11, Smelter finished producing Copper ingot. 2 ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 10931, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 10948, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 10949, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 11077, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 11100, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 11102, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 11235, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 11240, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 11263, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 11271, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 11281, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 11390, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 11402, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 11442, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 11445, AID: 15, Foundry finished producing steel ingot. 4 steel ingots are produced.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 11452, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 11460, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 11606, AID: 5, Transporter is traveling to miner.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 11629, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 11629, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 11757, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 11805, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 11807, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 11912, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 11915, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 11916, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 12069, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 12072, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 12073, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 12075, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 12127, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 12224, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 12231, AID: 15, Foundry finished producing steel ingot. 5 steel ingots are produced.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 12236, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 12241, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 12283, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 12284, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 12382, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 12405, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 12441, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 12446, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 12538, AID: 11, Smelter finished producing Copper ingot. 3 ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 12554, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 12601, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 12605, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 12711, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 12712, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 12713, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 12867, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 12873, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 12877, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 12876, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 12911, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 13024, AID: 15, Foundry finished producing steel ingot. 6 steel ingots are produced.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 13030, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 13041, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 13044, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 13066, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 13067, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 13207, AID: 5, Transporter is traveling to miner.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 13225, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 13230, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 13358, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 13384, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 13391, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 13514, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 13516, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 13514, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 13670, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 13676, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 13684, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 13688, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 13700, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 13829, AID: 15, Foundry finished producing steel ingot. 7 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 13836, AID: 5, Transporter is traveling to miner.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 13838, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 13850, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 13857, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 13858, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 13995, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 14015, AID: 5, Transporter is traveling to miner.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 14019, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 14015, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00672e726d7f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 14134, AID: 11, Smelter finished producing Copper ingot. 4 ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 14143, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 14183, AID: 5, Transporter is traveling to miner.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 14185, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 14299, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 14300, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 14323, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 14456, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 14460, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 14462, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 14482, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 14487, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 14614, AID: 15, Foundry finished producing steel ingot. 8 steel ingots are produced.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 14619, AID: 5, Transporter is traveling to miner.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 14623, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 14621, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0077ae726d7f0000, MID: 0, TID: 3, SID: 1, FID: 0, time stamp: 14636, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00b7ae746d7f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 14649, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00a72e746d7f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 14779, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00872e736d7f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 14780, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 14816, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 14929, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0057ae716d7f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 14943, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00872e736d7f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 14974, AID: 5, Transporter is traveling to miner.
ThreadID: 0097ae736d7f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 15086, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00c72e756d7f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 15087, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 0077ae726d7f0000, MID: 2, TID: 3, SID: 0, FID: 0, time stamp: 15126, AID: 6, Transporter take Copper from miner, current fill 19/20.
